,nearest_park
1248,56.651855648672104
1249,48.88555937348694
1250,33.7615080068342
1251,389.9404446638284
1252,0.0
1253,127.18929471390354
1254,138.54985907342524
1255,177.16102862281997
1256,244.64870293720423
1257,701.0634759772814
1258,264.638523478609
1259,356.4746473306599
1260,607.4834964019557
1261,95.19254819667675
1262,33.42689984696823
1263,153.3220792113118
1264,70.84243291242504
1265,205.75465402109361
1266,303.2071250282963
1267,158.3494906288088
1268,90.13227248371255
1269,1493.394947717263
1270,380.97801312115143
1271,158.03246454686513
1272,20.030526410064986
1273,194.1300244605551
1274,6.206288493411179
1275,468.64601843499975
1276,337.4975103187812
1277,440.17696162822926
1278,97.77219034678407
1279,182.205796390114
1280,354.52404836522476
1281,272.32180220088634
1282,763.9194449298406
1283,130.9460120688605
1284,196.24206125774265
1285,339.51211530476695
1286,199.884900090451
1287,101.5954492923727
1288,287.5425577166076
1289,358.8918054834982
1290,282.0977347082842
1291,24.933310503001064
1292,78.97513732724985
1293,400.24852519693127
1294,239.21080900599662
1295,10.603554007281845
1296,119.0820437404601
1297,0.0
1298,24.95126749511555
1299,244.66352112773572
1300,44.59628113302243
1301,382.7435894744919
1302,104.70891566363744
1303,490.45244309169544
1304,194.7329819561358
1305,53.025668656319915
1306,568.8462146958282
1307,438.0335309912463
1308,281.9218223858541
1309,119.2894298922175
1310,47.14959771012084
1311,228.1905516960162
1312,3.302961719518495
1313,30.496794230699145
1314,3.302961719518495
1315,1137.8072465024015
1316,463.7128938407486
1317,36.68386582730004
1318,142.43392607817145
1319,182.90604539979338
1320,306.6300023810731
1321,787.1656442570437
1322,527.2530808384859
1323,716.9541745657427
1324,44.093992054949496
1325,202.66243245524427
1326,264.64854789697614
1327,104.23930408685467
1328,0.0
1329,312.6593027657812
1330,214.50763446790674
1331,161.4991324625688
1332,424.77077768709734
1333,332.77061166664504
1334,593.1498221687025
1335,138.6313056945523
1336,162.09524635786804
1337,243.39983208530825
1338,153.0903337041524
1339,111.40356107749606
1340,120.41066632654085
1341,97.7808051790457
1342,57.42929849923242
1343,246.35842099595135
1344,184.47437852599984
1345,60.947994148405655
1346,338.8586263208414
1347,556.3230280129336
1348,488.825528161369
1349,126.11136527468115
1350,48.62005177889863
1351,327.2483279121228
1352,879.8196279038036
1353,311.77156989209703
1354,133.68158092099546
1355,237.7366274724647
1356,0.0
1357,115.22130543668344
1358,377.95778041123333
1359,102.54231608855173
1360,191.04397315630928
1361,169.0009528994574
1362,177.17911642064172
1363,255.8382529565266
1364,279.0493815682023
1365,216.9194256449155
1366,59.27653067435194
1367,62.10469876931074
1368,603.4065306088655
1369,406.64766987670475
1370,288.5039371780554
1371,168.9707598840696
1372,118.41980674329817
1373,338.3671956200544
1374,276.0026947835715
1375,543.5143200625531
1376,358.04078405803887
1377,0.9902767356159422
1378,270.5160182649765
1379,110.90673507474295
1380,79.54339662605386
1381,9.880457688965826
1382,174.72789631188806
1383,141.71400077466933
1384,397.91086144986195
1385,122.77004182232935
1386,8.844770236626948
